序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
1259,臺東縣池上鄉,福原村,中山路101號,121.215000,23.122500,池上鄉公所,福原村、錦園村、萬安村、大坡村、富興村、振興村、大埔村、新興村、慶豐村、福文村,50,"水災,震災,土石流",張堯城,089-862041,是,否,是
1260,臺南市善化區,小新里,小新113號之24,120.314600,23.122600,臺南市善化區小新社區活動中心,小新里,100,水災,黃瑞芳,06-5837154,是,否,是
1261,臺南市安定區,安定里,安定1號,120.246600,23.122900,臺南市安定區安定國小操場,蘇林里、蘇厝里、安定里,300,震災,王聰敏,06-5922024,否,是,是
1262,臺南市玉井區,玉田里,民族路216號,120.468300,23.122900,臺南市玉井區綜合體育館,玉田里,200,"水災,震災",陳金敏,06-5744763,是,是,否
1263,臺東縣池上鄉,大坡村,大坡38之2號,121.232300,23.123000,大坡村辦公處,大坡村,100,"水災,震災,土石流",潘玉霞,089-861351,是,是,是
1264,臺南市玉井區,玉田里,大成路152號,120.470300,23.123100,臺南市玉井區玉井國中,玉田里,450,"水災,震災",蔡佳宏,06-5742214,是,是,否
1265,臺南市玉井區,玉井里,中正路27號,120.460200,23.123500,臺南市玉井區公所二樓,玉井里,50,水災,馬桂馥,06-5743191,是,是,否
1266,臺南市西港區,西港里,文化路41號,120.205050,23.123745,臺南市西港區西港國中,西港里、港東里、檨林里,180,水災,蘇靖萍,06-7952071#115,是,否,是
1267,臺東縣池上鄉,福原村,公園路2號,121.208000,23.123800,米鄉-池上文化館,福原村,100,"水災,震災,土石流",邱靜沂C,089-862041,是,是,是
1268,臺南市西港區,慶安里,慶安路32號,120.203200,23.123900,臺南市西港區慶安宮,慶安里,150,水災,謝武昌,06-7952034,是,否,是
1269,臺南市西港區,南海里,慶安路229號,120.215300,23.123900,臺南市西港區私立港明中學,南海里,150,水災,林毓杰,06-7952025#18,是,否,是
1270,臺南市玉井區,豐里里,豐里59-10號,120.444400,23.124000,臺南市玉井區豐里里活動中心,豐里里,60,"水災,土石流",陳耀哲,06-5741141,是,否,否
1271,臺東縣成功鎮,三仙里,高台路33號,121.396336,23.124493,高台真耶穌教會 Gao-Tai Jesus Church,三仙里,50,海嘯,林富雄,089-850862胡文清,否,否,否
1272,臺南市善化區,小新里,小新79號,120.312000,23.125000,臺南市善化區小新國小,小新里,360,"水災,震災",王文亮,06-5837019,是,是,是
1273,臺南市佳里區,龍安里,塭子內40號,120.165000,23.125300,臺南市佳里區塭內國小,龍安里、蚶寮里,1200,震災,陳金生,06-7891054#10,否,是,是
1274,臺東縣池上鄉,福原村,中華路17號,121.214900,23.125300,臺東縣池上鄉福原國民小學,新興村、福原村、慶豐村、大坡村、福文村、大埔村,300,"水災,震災,土石流",毛慧莉,862017,是,是,否
1275,臺東縣池上鄉,慶豐村,87號,121.230800,23.125500,臺東縣池上鄉大坡國民小學,慶豐村、大坡村,50,"水災,土石流",毛慧莉,089-862664,是,是,否
1276,臺東縣池上鄉,慶豐村,慶豐82號,121.229700,23.125900,慶豐村辦公處,慶豐村,100,"水災,震災,土石流",李玉伍,089-861628,是,否,否
1277,臺南市佳里區,蚶寮里,蚶寮21號,120.159600,23.126700,臺南市佳里區蚶寮社區活動中心,蚶寮里、龍安里,550,"水災,震災",林子昆,06-7892305,是,是,是
1278,臺東縣池上鄉,福文村,文化路20號,121.216000,23.126800,福文村辦公處,福文村,100,"水災,震災,土石流",林煥恭,089-862490,是,否,否
1279,臺南市善化區,文昌里,光復路175-1號,120.290700,23.127300,臺南市善化區文昌社區活動中心,文昌里,110,"水災,震災",李立先,06-5811845,是,是,是
1280,臺南市七股區,溪南里,溪南28號,120.119800,23.127600,臺南市七股區溪南里漁民活動中心,溪南里,134,"水災,震災",黃榮輝,06-7872074,是,否,是
1281,臺南市善化區,坐駕里,大成路385號,120.295100,23.128400,臺南市善化區大成國小,全區,420,"水災,震災",王文玲,06-5837520,是,是,是
1282,高雄市桃源區,高中里,興中巷44號,120.719029,23.128565,高雄市桃源區興中國民小學,高中里,199,"水災,震災",謝巧孟,07-6861132,是,否,否
1283,高雄市桃源區,高中里,興中巷44號,120.719000,23.128600,高中社區活動中心,高中里,80,"水災,海嘯",余金鐘/,0919892255/0981248529,是,否,是
1284,高雄市桃源區,高中里,興中巷44號,120.719000,23.128600,高雄市桃源區興中國民小學,高中里,250,"水災,海嘯",余金鐘/,0919064347/0981248529,是,否,是
1285,臺東縣成功鎮,三仙里,白蓮路140號,121.400094,23.129168,三仙真耶穌教會 San-Xian True Jesus Church,三仙里,50,海嘯,吳英妹,089-853283,否,否,否
1286,臺南市玉井區,中正里,健康路10號,120.469300,23.131300,臺南市玉井區清芳社區活動中心,中正里,60,水災,鄭錦堂,06-5745531,是,是,否
1287,臺東縣池上鄉,大埔村,陸安27號,121.186700,23.131500,陸安聚會所,大埔村,100,"水災,震災,土石流",鍾健考,089-865245,是,否,否
1288,臺南市七股區,七股里,七股103-1號,120.127500,23.134300,臺南市七股區七股社區活動中心,七股里,50,"水災,震災",黃進士,06-7874227,是,否,是
1289,臺南市善化區,文正里,進學路63號,120.288800,23.135400,臺南市善化區善化國小,全區,400,"水災,震災",黃莉雯,06-5817020,是,是,是
1290,臺南市善化區,文正里,文正路25巷18號,120.286300,23.136400,臺南市善化區文正社區活動中心,文正里,170,水災,胡志賢,06-5815009,是,否,是
1291,臺南市七股區,玉成里,玉成17號,120.134300,23.136900,臺南市七股區玉成社區活動中心,玉成里,44,"水災,震災",陳國慶,06-7872075,是,否,是
1292,臺南市七股區,龍山里,龍山211-33號,120.114600,23.137100,臺南市七股區龍山里漁民活動中心,龍山里,326,"水災,震災",王文財,06-7872072,是,否,是
1293,臺南市善化區,文正里,進學路150號,120.289100,23.137800,臺南市善化區文康育樂中心,全區,560,"水災,震災",邱維嘉,06-5812454,是,是,是
1294,臺南市善化區,嘉北里,茄拔280號,120.324800,23.138300,臺南市善化區茄拔國小,嘉南里、嘉北里,350,"水災,震災",陳俊吉,06-5837031,是,是,是
1295,臺南市善化區,牛庄里,牛庄138號,120.317200,23.138500,臺南市善化區牛庄里活動中心,牛庄里,170,"水災,震災",蘇坤修,06-5838346,是,是,是
1296,臺南市善化區,嘉北里,茄拔271號,120.324800,23.138700,臺南市善化區老人文康活動中心,嘉北里、嘉南里,440,"水災,震災",梁楊玉華,06-5836067,是,是,是
1297,臺南市善化區,嘉北里,茄拔271號,120.324800,23.138700,臺南市善化區老人文康活動中心,嘉北里、嘉南里,440,"水災,震災",梁楊玉華,06-5836067,是,是,是
1298,臺南市七股區,大埕里,大埕395號,120.138400,23.139200,臺南市七股區七股國小,大埕里,145,"水災,震災,海嘯",陳智揚,06-7872076,是,否,是
1299,臺南市西港區,永樂里,大塭寮59-35號,120.215900,23.139200,臺南市西港區永樂里活動中心,永樂里,250,"水災,震災",郭吉山,06-7950656,是,是,是
1300,臺南市七股區,大埕里,大埕315號,120.142200,23.142200,臺南市七股區私立昭明國中,大埕里,350,"水災,震災,海嘯",李娉,06-7872053,是,否,是
1301,臺南市善化區,胡家里,胡家300號,120.273300,23.143000,臺南市善化區陽明國小,胡家里、胡厝里,400,"水災,震災",陳義豊,06-5817165,是,是,是
1302,臺南市大內區,頭社里,頭社10-1號,120.384800,23.143000,臺南市大內區頭社社區活動中心,頭社里,20,水災,羅文宗,06-5762925,是,否,是
1303,花蓮縣富里鄉,豐南村,豐南7鄰12-3號,121.268600,23.143000,豐南社區活動中心,豐南村,50,"水災,震災,土石流,海嘯",黃瓊瑤,03-8831820,是,否,是
1304,臺南市佳里區,通興里,埔頂5-1號,120.157600,23.144800,臺南市佳里區通興國小,通興里、蚶寮里、龍安里,1400,"水災,震災",王怡仁,06-7873531#11,是,是,是
1305,臺南市大內區,環湖里,環湖56號,120.420400,23.145000,臺南市大內區環湖社區活動中心,環湖里,65,"水災,震災",鄭燦彬,06-5760202,是,是,是
1306,臺南市七股區,大埕里,大埕271-1號,120.142100,23.145200,臺南市七股區大埕里漁民活動中心,大埕里,127,"水災,震災",吳榮華,06-7872414,是,否,是
1307,臺南市善化區,胡家里,胡厝寮42-2號,120.272200,23.145600,臺南市善化區胡家里活動中心,胡家里、胡厝里,270,"水災,震災",丁水明,06-5817341,是,是,是
1308,高雄市甲仙區,小林里,五里路24-2號,120.632030,23.148576,高雄市甲仙區小林國民小學備用,小林里,370,"水災,震災",方文慧、,6761065100、6761065400,否,否,否
1309,臺南市七股區,笨榔里,笨榔42-1號,120.151800,23.148700,臺南市七股區笨榔里多功能活動中心,笨榔里,138,"水災,震災,海嘯",楊松原,06-7891542,是,否,是
1310,臺南市七股區,大寮里,大寮36-12號,120.153100,23.150200,臺南市七股區大寮社區活動中心,大寮里,143,"水災,震災",汪聰慧,06-7872719,是,否,是
1311,高雄市甲仙區,小林里,西拉雅路2巷1號,120.635600,23.150300,小林社區活動中心備用,小林里,50,,劉秋田、,6761455,是,否,是
1312,臺南市七股區,鹽埕里,鹽埕165-1號,120.089100,23.151200,臺南市七股區鹽埕社區活動中心,鹽埕里,138,"水災,震災",李財教,06-7800174,是,否,是
1313,臺南市善化區,溪美里,溪美71號,120.284300,23.151200,臺南市善化區溪美社區活動中心,溪美里,300,"水災,震災",施富卿,06-5850620,是,是,是
1314,臺南市佳里區,鎮山里,仁愛路307號,120.179400,23.153200,臺南市佳里區仁愛國小,鎮山里,1700,"水災,震災",楊宗,06-7222227#800,是,是,是
1315,臺南市善化區,田寮里,田寮里15鄰六分寮168之9號,120.304100,23.153300,臺南市善化區田寮里活動中心,六分里、田寮里,300,水災,楊柳塘,06-5838449,是,是,是
1316,臺南市七股區,中寮里,中寮63-2號,120.108300,23.154600,臺南市七股區中寮社區活動中心,中寮里,331,"水災,震災",許全田,06-7800071,是,否,是
1317,臺南市七股區,城內里,城內16-3號,120.108500,23.154600,臺南市七股區城內里活動中心,城內里,104,"水災,震災",蘇龍標,06-7943168,是,否,是
1318,臺南市善化區,六德里,六分寮227之1號,120.304000,23.155200,臺南市善化區六德里活動中心,六德里,140,"水災,震災",鄭宗枝,06-5838753,是,是,是
1319,臺南市善化區,六德里,六分寮200號,120.305700,23.155500,臺南市善化區大同國小,東昌里、東隆里,500,"水災,震災",吳明方,06-5837352,是,是,是
1320,臺南市西港區,西港里,中山路370號,120.202300,23.155600,臺南市西港區圖書館,西港里,210,水災,康明然,06-7951840,是,否,是
1321,臺南市西港區,金砂里,砂凹子10-1號,120.205562,23.156565,臺南市西港區後營國小金砂分校,金砂里,290,"水災,震災",謝慶皇,06-7221655#11,是,是,是
1322,臺東縣成功鎮,忠孝里,成廣路8號,121.399532,23.156879,"成功鎮忠孝國民小學 Jhong-Hsiao Elementary School, Chenggon Township",忠孝里,150,"水災,土石流",王金地,089-871109,否,否,否
1323,臺東縣成功鎮,忠孝里,成廣路7號,121.400891,23.157523,小港活動中心 Siao-Gang Community Center,忠孝里,20,"水災,土石流",林永勝,8985100436,否,否,否
1324,臺南市佳里區,建南里,安南路523號,120.170700,23.157700,臺南市佳里區佳里國中,全區,3600,"水災,震災",陳仲卿,06-7222244#218,是,是,是
1325,臺南市七股區,篤加里,篤加47-7號,120.127700,23.159200,臺南市七股區篤加社區活動中心,篤加里,238,"水災,震災",邱炳貴,06-7873772,是,否,是
1326,臺南市佳里區,忠仁里,信義路336號,120.182100,23.159600,臺南市佳里區信義國小,忠仁里、東寧里,1700,"水災,震災",黃寶塘,06-7211918#100,是,是,是
1327,高雄市桃源區,桃源里,北進巷50號,120.765756,23.160472,高雄市桃源區桃源國民小學,桃源里,2871,"水災,震災",謝巧孟,07-6861132,是,否,否
1328,高雄市桃源區,桃源里,北進巷50號,120.765800,23.160500,桃源文物館,桃源里,150,"水災,海嘯",高慕源/,07-6861089,是,否,是
1329,花蓮縣富里鄉,富南村,富南村4鄰42-1號,121.239900,23.161200,玉寶宮,富南村,20,"水災,土石流",鄧仲量,03-8831822,是,否,是
1330,臺南市麻豆區,安西里,安業272-3號,120.244600,23.161300,臺南市麻豆區太子宮預備,安東里、安業里、安西里、謝安里、中民里、安正里、磚井里,1200,水災,施富貴,06-5711181,是,否,是
1331,臺南市佳里區,忠仁里,佳東路327巷20號,120.182600,23.161600,臺南市佳里區六里活動中心,全區,400,"水災,震災",莊辰翊,921286689,是,是,是
1332,臺南市佳里區,安西里,公園路445號,120.172300,23.163900,臺南市佳里區佳里國小,安西里,1750,"水災,震災",康瑞中,06-7221400#701,是,是,是
1333,臺中市太平區,大興里,仔坑路95號,121.043400,23.167100,坪林國小坪分校〈音樂教室.綜合教室.籃球場〉,大興,58,水災,李宏仁,04-23924646,否,否,是
1334,臺東縣海端鄉,霧鹿村,3鄰霧鹿37號,121.043335,23.167490,原霧鹿托兒所,霧鹿村,50,"水災,震災,土石流,海嘯",黃萬松,089-935074,是,否,否
1335,臺南市佳里區,六安里,六安269號,120.176600,23.167500,臺南市佳里區北門高中,全區,2460,"水災,震災",朱水永,06-7234421#210,是,否,是
1336,臺東縣海端鄉,霧鹿村,2鄰12號,121.041568,23.169320,霧鹿國小Wulu Elementary School,霧鹿村,180,"水災,震災,土石流,海嘯",邱冠儒,089-935053,是,否,是
1337,臺南市七股區,西寮里,西寮1-3號,120.097000,23.170100,臺南市七股區西寮社區活動中心,西寮里,316,"水災,震災",陳銀謀,06-7800262,是,否,是
1338,臺南市官田區,拔林里,拔林77號之1,120.326600,23.170800,臺南市官田區渡拔國小,拔林里、渡頭里,550,"水災,震災",劉蕙莉,06-5791118#173,是,是,是
1339,花蓮縣富里鄉,永豐村,永豐10鄰20-1號,121.256500,23.171400,永豐社區活動中心,永豐村,50,"水災,土石流",黃瓊瑤,03-8831821,是,否,是
1340,高雄市桃源區,桃源里,南橫公路三段 201 號,120.774908,23.171435,高雄市立桃源國民中學,桃源里,329,"水災,震災",謝巧孟,07-6861132,是,否,否
1341,高雄市桃源區,勤和里,南橫公路3段平台巷36號,120.775600,23.171600,勤和活動中心,勤和里,80,"水災,海嘯",柯文龍/,07-6861115,是,否,是
1342,臺南市南化區,關山里,關山84-3號,120.594900,23.173500,臺南市南化區關山里活動中心,關山里,90,"水災,震災,土石流",謝國男,06-5770095,是,是,是
1343,臺南市南化區,關山里,關山96號,120.595300,23.173600,臺南市南化區瑞峰國小,關山里,30,"水災,震災,土石流",謝國男,06-5770095,是,是,是
1344,臺南市佳里區,三協里,潭墘5號,120.202000,23.173900,臺南市佳里區子龍國小,子龍里、三協里、民安里,1680,"水災,震災",郭耿舜,06-7262913#11,是,是,是
1345,臺南市楠西區,楠西里,中正路230號,120.486330,23.174140,臺南市楠西區公所,全區含東山區南勢里,40,"水災,土石流",江玉雪,06-5751615,是,否,是
